+1	+1	0.8824705448679738
+1	+1	0.9903018147728326
-1	-1	0.0002900084420593577
-1	-1	0.021724806000341997
-1	-1	0.04554618865851787
+1	+1	0.9983055709287263
+1	+1	0.9999916148310798
-1	-1	0.1356911039494252
-1	-1	0.03806005403839096
-1	-1	0.06825192239783237
+1	+1	0.9877936452075755
-1	-1	0.0026549696911575653
+1	+1	0.5632260741826811
-1	-1	0.04761851164948057
+1	+1	0.9808110734768444
+1	+1	0.9996746531220835
-1	-1	0.08043243682706082
-1	-1	0.06570668762441838
+1	+1	0.9517031905986739
+1	+1	0.9430157753248128
-1	-1	0.008438502508925453
-1	-1	0.04982960586490565
-1	-1	0.0008892394226723752
+1	+1	0.9971923356016075
+1	+1	0.972775415384626
-1	-1	0.014852658169804134
-1	-1	0.011345869201575952
+1	+1	0.6168611858760688
-1	-1	0.004411730660655312
+1	+1	0.8310567083126369
-1	-1	0.018262321982603715
-1	-1	0.011317870953587746
+1	+1	0.9999656538632176
-1	-1	0.059136066714133274
-1	-1	0.004672585949488105
-1	-1	0.14457138608083575
+1	+1	0.7842014147767764
+1	+1	0.9269740493902621
+1	+1	0.945958065965753
-1	-1	0.12899228522209166
+1	+1	0.999897204119225
-1	+1	0.6340664191528376
+1	+1	0.6656258871055414
-1	-1	2.5241310356397992e-05
+1	+1	0.9345963821403047
-1	+1	0.5914723496128803
-1	-1	0.031030954188679943
-1	-1	0.23038758058272088
-1	-1	0.042289335471056226
+1	+1	0.9599796736179921
-1	-1	0.0004624471804348404
-1	-1	0.16507553538893888
-1	-1	0.050294428411594976
-1	-1	0.001174662894322824
-1	-1	0.00361247498416816
-1	-1	0.06841048048067189
+1	+1	0.9949563569509232
+1	+1	0.9825527207034401
+1	+1	0.8265299719655886
-1	-1	1.726280017453532e-05
-1	-1	0.05403446120161682
+1	+1	0.9789071168616645
-1	-1	0.003440826338684708
+1	+1	0.9946944284403684
+1	+1	0.7960875716634747
-1	-1	0.04959119407516618
-1	-1	0.1347454020315196
-1	-1	0.19738544220516754
+1	+1	0.9649368327578373
-1	-1	0.0012029905447867495
-1	-1	0.00015114214373473762
+1	+1	0.9907264112613279
+1	+1	0.9978220163296588
+1	+1	0.999957271703696
+1	+1	0.9207796852177919
-1	-1	5.4811133303014475e-05
+1	+1	0.9998626288371761
+1	+1	0.9999844820454205
+1	+1	0.999613596810454
-1	-1	0.02451591474462459
+1	+1	0.9941794489837708
+1	+1	0.9699846876522586
-1	-1	0.005500078493894411
+1	+1	0.9992258021436503
+1	+1	0.992506275060532
+1	-1	0.21968282425299343
+1	+1	0.9953610861067735
+1	+1	0.9999948337827125
+1	+1	0.9143039352033923
-1	-1	0.00440553311125513
+1	+1	0.9999992026358951
-1	-1	0.03473010830087438
+1	+1	0.96530382504785
+1	+1	0.9989587262005563
+1	+1	0.9870326421932607
+1	+1	0.9995149337327836
+1	+1	0.999483338735383
+1	+1	0.9964155950975602
-1	-1	0.06703636513402203
-1	-1	0.000644521787369392
+1	+1	0.9995793785276167
+1	+1	0.9961080514077043
-1	-1	0.05887591741687223
-1	-1	0.019585329317333554
+1	+1	0.9291846258928982
-1	-1	0.00019794286945529183
-1	-1	0.02425378931559199
+1	+1	0.9843247643741334
+1	+1	0.8793241718082944
+1	+1	0.9999972747345359
+1	+1	0.925747849854976
+1	+1	0.617851694902075
-1	-1	0.10079161144502825
-1	-1	0.011765066058645853
-1	-1	0.0017178311260716266
-1	-1	0.024380532527762167
-1	-1	0.07953751034138118
+1	+1	0.796059498972167
-1	-1	0.298560933022881
-1	-1	0.2950026497660591
-1	-1	0.07487468536613642
-1	-1	0.4037202775595791
+1	+1	0.9999986841234612
-1	-1	0.006174471262975551
+1	+1	0.9695347881650956
+1	+1	0.6632173924951785
-1	-1	0.0010522378305951145
+1	+1	0.9961663598514512
+1	+1	0.8754337498137347
-1	-1	0.07583240036001208
-1	-1	0.010245399480868948
-1	-1	0.14444920414940174
+1	+1	0.9993743620312617
+1	+1	0.9922018586810258
-1	-1	0.062370868261791626
-1	-1	1.0086259290242314e-06
+1	+1	0.9993778826549377
+1	+1	0.9999999930519763
-1	-1	6.267084738791454e-05
-1	+1	0.5207961748386137
+1	+1	0.9988340947782568
-1	-1	0.04405591340763238
+1	+1	0.9791013088288006
-1	-1	0.004755237950459642
-1	-1	2.5673042043736737e-05
+1	+1	0.8547981838873538
+1	+1	0.9924963425643339
-1	-1	0.014281293614846823
+1	-1	0.45038230555352166
+1	+1	0.999999980250567
+1	+1	0.9978318632497366
+1	+1	0.9584984130586632
+1	+1	0.9999767697751412
-1	+1	0.5057606194872963
-1	-1	0.32666478765301726
-1	-1	0.010518768477721057
+1	+1	0.9543997616975691
-1	-1	0.16460147111960588
+1	-1	0.4460160619220785
-1	-1	0.47540344171882404
+1	+1	0.9999267440326212
+1	+1	0.7834717963427148
+1	+1	0.9488279421332569
-1	-1	0.27586526178358356
+1	+1	0.9769990149850243
+1	+1	0.6637466107435321
+1	+1	0.8246649786969112
-1	-1	0.0007804809866445513
-1	-1	0.006114137297921204
+1	+1	0.8751006498368471
+1	+1	0.9882522076259808
+1	+1	0.5130967953665942
+1	+1	0.9038207707182158
+1	+1	0.9990560311943644
-1	-1	0.1909129705415063
-1	-1	0.03315898344873008
+1	+1	0.9951573641049598
+1	-1	0.3276552309020193
+1	+1	0.9954777116488381
-1	-1	0.07797326294494532
-1	-1	0.002062226084901403
-1	-1	0.002085440930401329
+1	+1	0.9779729009005822
-1	-1	0.004921147864641101
+1	+1	0.9999653737428252
+1	+1	0.9922130036695
+1	+1	0.8850331538047455
+1	+1	0.9523416071912512
-1	-1	0.002173386301319321
-1	-1	0.020169473144807742
-1	-1	0.40552766232516263
-1	-1	4.391400309171567e-05
+1	+1	0.9999999961648742
-1	-1	0.012466593259967762
-1	-1	0.05635352248627894
-1	-1	0.012472428633244197
+1	+1	0.9547632121749894
-1	-1	0.00042386070650188046
+1	+1	0.9686972210552774
+1	+1	0.996218114823463
-1	-1	0.07855549279696113
-1	-1	0.023237206383564097
-1	-1	0.02604167966867665
+1	+1	0.9999050123617755
+1	+1	0.9969233702426274
+1	+1	0.9901198535009517
+1	+1	0.9999995974544122
+1	+1	0.9993593253887249
+1	+1	0.6674676412169768
+1	+1	0.9985147101830962
-1	-1	9.864168306228334e-05
+1	+1	0.9673873886833052
-1	-1	0.009300300984496442
+1	+1	0.6834279712920925
+1	+1	0.9848240493974827
-1	-1	0.036690773576630045
-1	-1	0.0022777791906669377
-1	-1	0.02976093888583998
+1	+1	0.9462571196308545
+1	+1	0.7752945370741319
-1	-1	0.0021110768672973484
+1	+1	0.9613792678486075
-1	-1	0.02200816509690847
+1	+1	0.7767604869108223
+1	+1	0.9998689971416898
-1	-1	0.10729853193140376
-1	-1	0.005194149641985946
-1	-1	0.024903284135806968
+1	+1	0.9508456091746869
+1	+1	0.9190663295825605
-1	-1	0.0030876155394529915
-1	-1	0.27381346449423166
+1	+1	0.9701694218965347
-1	-1	0.34597584786319885
-1	+1	0.5659711449344221
-1	-1	0.001333697651508615
-1	-1	0.0006050510806669359
+1	+1	0.9988128838522322
+1	-1	0.4629389714548586
+1	+1	0.921192464809583
+1	+1	0.9619835069695652
